titre_poste,entreprise,ville_normalized,region,type_contrat_normalized,modalite_travail,is_remote,is_hybrid,niveau_etudes_normalized,experience_requise,experience_years_min,experience_years_max,langue,secteur_activite,sous_secteur,fonction,soft_skills,tech_stack,tech_count,soft_skills_count,nbr_postes,date_limite,date_annee,job_id,is_agile_driven,has_corp_perks,is_remote_friendly
Lead dev front Angular Casablanca,Atos,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Confirmé (5 à 10 ans),5,10,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Flexibilité | Implication | Organisation | Recherche de nouveauté | Réflexion,Agile | Angular | Cassandra | Docker | Elasticsearch | Jenkins | Kafka | Kubernetes | Scrum | Sql | Typescript,11,7,5.0,19/10/2020,2020,06777F8504,True,False,False
Développeur Mobile IOS Confirmé,Attijariwafa Bank,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Banque / Finance,,,Ambition | Autonomie | Collaboration | Implication | Organisation | Recherche de nouveauté | Réflexion,Agile | Git | Ios | Java | Jenkins | Swift,6,7,2.0,19/12/2020,2020,50ABC93503,True,False,False
Développeur Full Stack Senior,Attijariwafa Bank,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Banque / Finance,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Réflexion,Angular | Java | Javascript | Scrum | Spring | Typescript,6,6,2.0,19/12/2020,2020,4C70ECA631,True,False,False
Développeur Web PHP,Tnc The Next Clic,Fès,Fès-Meknès,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Créativité | Implication | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion,Javascript | Mysql | Php,3,8,1.0,16/12/2020,2020,056AB15581,False,False,False
Architecte Solutions,Attijariwafa Bank,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Banque / Finance,,,Ambition | Autonomie | Collaboration | Communication | Implication | Recherche de nouveauté | Réflexion,Api,1,7,1.0,19/12/2020,2020,4545810A59,False,False,False
Programme Yeelen 2020 - Administrateur Sécurité Opérationnelle -,Attijariwafa Bank,Casablanca,Casablanca-Settat,CDD,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,,Informatique / Electronique- Télécom / Réseaux- Secteur Banque / Finance,,,Ambition | Analyse | Autonomie | Collaboration | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion,,0,9,1.0,19/12/2020,2020,5CD40A009C,False,False,False
IT Technicien H/F,Novancy,Tanger,Tanger-Tétouan-Al Hoceïma,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Secteur Recrutement / Intérim,,,Ambition | Autonomie | Communication | Implication | Management | Recherche de nouveauté | Réflexion,,0,7,1.0,16/12/2020,2020,BFEE883CFE,False,False,False
Technicien Helpdesk Francophone,Econocom Maroc,Salé,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+2,Débutant (-1 an),1,1,,Informatique / Electronique- Télécom / Réseaux- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Relation client | Réflexion | Stress,,0,7,10.0,16/12/2020,2020,5DB829F3C2,False,False,False
Développeur Odoo Full-stack Anglophone,Leyton,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Conseil / Etudes,,,Ambition | Analyse | Autonomie | Communication | Gestion de projet | Implication | Recherche de nouveauté | Réflexion,Linux | Odoo | Postgresql | Python,4,8,1.0,16/12/2020,2020,84C2199387,False,False,False
IT Incident Manager,Vision Business Consulting,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Français | Anglais,Informatique / Electronique- Banque (métiers de la)- Secteur Informatique,,,Ambition | Autonomie | Communication | Flexibilité | Implication | Management | Persuasion | Réflexion,Linux,1,8,1.0,16/12/2020,2020,C1FEF34485,True,False,False
Technical Lead PHP (H/F),Oceane Consulting It Maroc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Angular | Aws | Laravel | Linux | Mysql | Php | Postgresql | Symfony,8,5,1.0,19/12/2020,2020,2A948ABD41,False,False,False
Développeur BI/SAP BW,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Rigueur | Réflexion | Travail en équipe,Sap,1,9,1.0,16/12/2020,2020,0D797B93D6,False,False,False
Développeur SIG – ArcGIS ESRI,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Esprit d'équipe | Implication | Recherche de nouveauté | Rigueur | Réflexion,Java | Javascript | Linux | Oracle | Postgresql | Python | Sql,7,8,1.0,16/12/2020,2020,A0B5584D30,True,False,False
Architecte Technique,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Expert (10 à 20 ans),10,20,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion | Résilience,Docker | Kubernetes | Microservices,3,6,1.0,16/12/2020,2020,0B6F0F9B9D,False,False,False
Tech lead Expert Angular - Freelance,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Expert (10 à 20 ans),10,20,,Informatique / Electronique- Secteur Informatique,,,Ambition | Analyse | Autonomie | Curiosité | Implication | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion,Angular,1,9,3.0,16/12/2020,2020,C9E63AF5ED,False,False,False
Chargé(e) de Recouvrement,Maroc Climate And Security Mcs Carrier,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Intermédiaire (3 à 5 ans),3,5,Français,Gestion / Comptabilité / Finance- Centre d'appels (métiers de)- Secteur Autres services,,,Flexibilité | Organisation,,0,2,1.0,16/12/2020,2020,46B92135AF,False,False,False
Tech lead Expert PHP - Freelance,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Expert (10 à 20 ans),10,20,,Informatique / Electronique- Télécom / Réseaux- Secteur Informatique,,,Ambition | Analyse | Autonomie | Curiosité | Implication | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion,Docker | Git | Javascript | Php | Symfony,5,9,3.0,16/12/2020,2020,25352A5D6F,False,False,False
Chargé(e) de Recouvrement,Maroc Climate And Security Mcs Carrier,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Intermédiaire (3 à 5 ans),3,5,Français,Centre d'appels (métiers de)- Gestion / Comptabilité / Finance- Secteur Autres services,,,Flexibilité | Organisation,,0,2,1.0,16/10/2020,2020,983A001B64,False,False,False
Consultant Sénior .Net,Business Et Decision Tunisie Tunis,Tunis,,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Télécom / Réseaux- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion,.NET | Agile | Api | Devops | Git | Rest | Sql | T-SQL | Vue.js,9,7,2.0,15/12/2020,2020,1003A34C74,True,False,False
Responsable Commercial de Marque - Secteur IT,Disty Technologies,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Commercial / Vente / Export- Centre d'appels (métiers de)- Secteur Informatique,,,Ambition | Flexibilité | Leadership | Persuasion,,0,4,1.0,15/12/2020,2020,113B54A0BC,False,False,False
Chargé(e) de Recouvrement,Maroc Climate And Security Mcs Carrier,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Français,Autres services,Gestion / Comptabilité / Finance,Gestion / Comptabilité / Finance,Organisation,,0,1,1.0,16/12/2020,2020,6B6F8548CB,False,False,False
Ingénieur Systèmes embarqués MBD,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,Français | Anglais,Informatique / Electronique- Secteur Conseil / Etudes,,,Ambition | Analyse | Autonomie | Communication | Implication | Management | Recherche de nouveauté | Réflexion,Matlab | Python,2,8,2.0,15/12/2020,2020,E61E69D73C,False,False,False
Développeur Mobile (H/F),Tnc The Next Clic,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Créativité | Implication | Organisation | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion | Travail en équipe,Api | Rest,2,10,1.0,16/12/2020,2020,FCAA4D94F5,False,False,True
Ingénieur MS Dynamics CRM,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Curiosité | Implication | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion,Dynamics 365 | SQL Server | Sql | Ssis | Windows Server,5,9,1.0,16/12/2020,2020,DF21592DA4,False,False,False
Développeur BI/SAP BW,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Rigueur | Réflexion | Travail en équipe,Sap,1,9,2.0,15/12/2020,2020,CACEE8B812,False,False,False
Architecte Technique,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Expert (10 à 20 ans),10,20,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion | Résilience,Docker | Kubernetes | Microservices,3,6,1.0,15/12/2020,2020,93CE328836,False,False,False
Digital Marketing Specialist - US Market,Novancy,Tanger,Tanger-Tétouan-Al Hoceïma,CDI,Télétravail,1,0,Bac,Débutant (-1 an),1,1,,Marketing- Internet / Multimédia- Secteur Recrutement / Intérim,,,Ambition | Autonomie | Communication | Flexibilité | Implication | Organisation | Recherche de nouveauté | Réflexion,Data Analytics,1,8,2.0,16/12/2020,2020,95CEF6D467,False,False,False
Ingénieur de développement Python,Akkodis Maroc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Français,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Esprit d'équipe | Implication | Recherche de nouveauté | Réflexion,Python,1,8,1.0,14/10/2020,2020,BE938FAE59,False,False,False
IT Team Leader,Alten Maroc Fes,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Anglais,Informatique / Electronique- Télécom / Réseaux- Secteur Conseil / Etudes,,,Ambition | Autonomie | Curiosité | Curiosité intellectuelle | Implication | Intégrité | Management | Organisation | Planification | Recherche de nouveauté | Rigueur | Réflexion,,0,12,1.0,14/12/2020,2020,E8B05D7C74,True,False,False
Développeur Confirmé/Senior PHP Magento 2 F/H,Sqli Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Agile | Javascript | Php,3,5,5.0,14/12/2020,2020,B5B308B712,True,False,False
Technicien Helpdesk Francophone,Econocom Maroc,Salé,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+2,Débutant (-1 an),1,1,,Informatique / Electronique- Télécom / Réseaux- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Relation client | Réflexion | Stress,,0,7,10.0,13/12/2020,2020,8C7A2AFA2C,False,False,False
Office It Solution Advisor,Manpower Agences,Casablanca,Casablanca-Settat,Autre,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Leadership | Problem solving | Recherche de nouveauté | Réflexion,Ios,1,7,1.0,13/12/2020,2020,6A7C97B6FE,False,False,False
Développeur Back-end (micro-services),Kaalix,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Confirmé (5 à 10 ans),5,10,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Transport / Messagerie / Logistique,,,Ambition | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion | Stress,Agile | Angular | Aws | Docker | Git | Javascript | Kubernetes | Microservices | Mongodb | Node.js | Spring | Terraform,12,7,1.0,14/12/2020,2020,7C60B550CC,True,False,False
Architecte FullStack Micro-Services ( H/F ),S2M,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Réflexion,Agile | Angular | Devops | Java | Microservices | Spring | Vue.js,7,6,1.0,13/12/2020,2020,5FDD2116A4,True,False,False
Concepteur Développeur Confirmé Drupal 8 F/H,Sqli Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Relation client | Réflexion,Agile | Git | Laravel | Mariadb | Mysql | Php | Scrum,7,6,4.0,14/12/2020,2020,7E6F154C01,True,False,False
CONSULTANT FORMATEUR IT,Vision Business Consulting,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Gestion projet / Etudes / R&D- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté,Data Analytics,1,4,1.0,13/12/2020,2020,BCC2F27306,True,False,False
Contrôleur de Gestion,Capgemini,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français | Anglais,Gestion / Comptabilité / Finance- Audit / Conseil- Secteur Informatique,,,Analyse | Autonomie | Communication | Flexibilité | Organisation | Rigoureux | Réflexion,Excel,1,7,1.0,13/12/2020,2020,2C98C04041,False,False,False
Stagiaire Développeur JAVA,Welink,Rabat,Rabat-Salé-Kénitra,Stage,Télétravail,1,0,Bac,Débutant (-1 an),1,1,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Rigueur | Réflexion,Java,1,7,1.0,13/12/2020,2020,3B46B8A23B,False,False,False
Développeur Site Web,Vision Business Consulting,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Gestion projet / Etudes / R&D- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté,Java | Node.js | Php | Python | Ruby,5,4,1.0,13/12/2020,2020,8C6149EDA0,False,False,False
Ingénieur Test,Akkodis Maroc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Adaptabilité | Ambition | Analyse | Autonomie | Communication | Esprit d'équipe | Implication | Organisation | Planification | Pragmatisme | Recherche de nouveauté | Rigueur | Réflexion | Stress,Confluence | Docker | Git | Jenkins | Jira,5,14,1.0,12/12/2020,2020,5A0936FB18,False,False,False
Techniciens Support FAI,Alten Maroc,Fès,Fès-Meknès,Autre,Télétravail,1,0,Bac,Débutant (-1 an),1,1,,Informatique / Electronique- Télécom / Réseaux- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Rigueur | Réflexion,,0,8,5.0,13/12/2020,2020,EB213F82AD,False,False,False
Chef de projet Infrastructures,Atos Nearshore,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Esprit d'équipe | Gestion de projet | Implication | Organisation | Recherche de nouveauté | Relation client | Rigueur | Réflexion,Firewall | Linux | Vmware,3,12,1.0,13/12/2020,2020,9B695B0541,False,False,False
Stage pré-embauche : chargé de recrutement IT 2.0,It 2.0 Recrutement Welink,Rabat,Rabat-Salé-Kénitra,Stage,Télétravail,1,0,Bac,Débutant (-1 an),1,1,,Informatique,RH / Personnel / Formation,RH / Personnel / Formation,Autonomie | Communication | Curiosité | Curiosité intellectuelle | Implication | Recherche de nouveauté | Travail en équipe,,0,7,1.0,12/12/2020,2020,53BBEEFEE8,False,False,False
Pilote d’Exploitation,Dxc Cdg,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,,Informatique / Electronique- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion,R,1,7,4.0,12/12/2020,2020,284CBF7295,False,False,False
Architecte Télécom,Attijariwafa Bank,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Télécom / Réseaux- Informatique / Electronique- Secteur Banque / Finance,,,Ambition | Analyse | Autonomie | Collaboration | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion,,0,9,2.0,12/12/2020,2020,6C9A73BDAE,False,False,False
HMI Tester - Tétouan,Ntt Data Tetouan Cabo Negro,Cabo Negro,,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Espagnol,Informatique / Electronique- Méthodes / Process / Industrialisation- Secteur Informatique,,,Ambition | Autonomie | Implication | Organisation | Recherche de nouveauté | Réflexion,,0,6,1.0,12/12/2020,2020,5E220AC0EB,False,False,False
Architecte Télécom,Attijariwafa Bank,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Télécom / Réseaux- Informatique / Electronique- Secteur Banque / Finance,,,Ambition | Analyse | Autonomie | Collaboration | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion,,0,9,2.0,12/12/2020,2020,DAB2E1F49E,False,False,False
HMI Feature Responsible - Tétouan,Ntt Data Tetouan Cabo Negro,Cabo Negro,,CDI,Télétravail,1,0,Bac,Intermédiaire (3 à 5 ans),3,5,Espagnol,Informatique / Electronique- Méthodes / Process / Industrialisation- Secteur Informatique,,,Ambition | Autonomie | Implication | Organisation | Recherche de nouveauté | Réflexion,,0,6,1.0,12/12/2020,2020,76B4E07138,False,False,False
